"Course Code","Course Name","Course Description","Delivery Method",Category,"Learner Group",Duration,"Available Classes","Link to ELM Search","Course Last Modified","Course Owner Org","Course ID",Keywords,Group,Audience,Topic
ITEM-489,"Time and Leave: Time Approver","This Time and Leave course contains videos demonstrating the following actions for Time Approvers: Overtime on a Timesheet; Approve Payable Time; Move Time Reporting Codes; Shift Override; Record Call-Out; an Intro to Time and Leave; resources.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-489-""","2024/03/21  3:24:33PM","PSA Corporate Learning Branch",17795,"Absence Management, Approval, Approvals, Approve, Approving, Call Out, Callout, Overtime, PSA Corporate Learning Branch, Request, Requested, Requesting, STIIP, Schedule, Stand by, Standby, TOL, Time Off, Time and Labour, Time and Leave, Time on line, Time online, Time-sheet, Top Up, Vacation, Work Schedule",Core,"People Leaders","Human Resources Management"
ITEM-490,"Time and Leave: Time Keeper","This Time and Leave course contains videos demonstrating the following actions for Time Keepers: Overtime on a Timesheet; Move Time Reporting Codes; Shift Override; Record Call-Out; an Intro to Time and Leave; links to learning resources.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-490-""","2024/03/21 11:27:25AM","PSA Corporate Learning Branch",17796,"Absence Management, Appointment, Approval, Approvals, Approve, Approving, Averaging, CTO, Call Out, Callout, Dentist, ETO, Holiday, Hospital, Illness, OT, Over Time, Overtime, PSA Corporate Learning Branch, Pay, Payment, Reporting, STIIP, Schedule, Sick, Sickday, Sickness, Stand by, Stand-by, T&L, T+L, TLAM, Time, Time Keeper, Time Off, Time and Labour, Time and Leave, Time on line, Time online, Timekeeper, Timesheet, Top Up, Topup, Vacation, WCB, leaveapprover",Core,"All Employees","Communication and Facilitation"
ITEM-1271,"Tips for Having Difficult Conversations about Returning to the Office","How to effectively and efficiently have difficult conversations with Staff about returning to the Workplace.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1271-""","2023/12/16  7:52:18PM","Conflict Management Office",18554,"Conflict, Conflict Management Office, Responsibilities, Supervisor, Workplace",Complementary,"People Leaders","Human Resources Management"
ITEM-2554,"Transforming Strategy to Action: Harnessing the Power of Goal-Setting for Business Results (Restricted to Senior Leaders - Bands 4-6)","In this 3-hour virtually-delivered workshop for senior leaders, you will build on the foundational skills and practices for successful coaching conversations with a focus on the elements of goal-setting.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2554-""","2025/01/08  8:11:25AM","PSA Corporate Learning Branch",19791,"Change, PSA Corporate Learning Branch, Performance, Senior Leaders, Team Building, coaching, development, leading",Complementary,"Senior Leaders",Leadership
ITEM-2261,"Treasury Board Submissions and Financial Decision Making (Restricted to Senior Leaders - Bands 4-6)","This 2-hour virtually delivered session for senior leaders will provide information and insights into Treasury Board functions, including logistics and flow of bringing a submission to Treasury Board, and skills and competencies required for success.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2261-""","2024/08/15  2:25:36PM","PSA Corporate Learning Branch",19504,"Cabinet, Finance, PSA Corporate Learning Branch, leadership, leading, organization",Complementary,"Senior Leaders","Finance and Accounting"
ITEM-2561,"TreeSize and Network Drive Management","This resource covers network drive management and using TreeSize software to reduce your data consumption. Here you will find software demonstrations, tip sheets and other resources to help you along the way.",eLearning,,"Ministries - All","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2561-""","2025/04/04  2:47:20PM","Corporate Information and Records Management Office",19798,"CIRMO, Information, Records, information management, lan, organization, recordkeeping, reorganization, system",,,"Information Management"
ITEM-2413,"UPLIFT: Accessible Documents Training","In this course you will learn how to create accessible Microsoft documents following the UPLIFT guidelines: U - Use contrast, P - Plain language, L - Links, I - Images, F - Fonts and headings, and T - Tables.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2413-""","2024/05/01 11:38:44AM","Government Digital Experience",19651,"All Employees, Being a Public Service Employe, Government Digital Experience, IT and Digital, Instructional, accessibility, accessible, communicating, communication, disability, documents, excel, inclusive, powerpoint, training, word",Complementary,"All Employees","IT and Digital"
ITEM-1256,"Virtual Oath of Employment Ceremony","This 15-minute standalone Oath of Employment ceremony is for new employees. Registration in this session not required if you're registered for the Welcome to the BCPS webinar. This course is not the Annual Review of the Standards of Conduct and Oath.",Webinar,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1256-""","2025/04/04 12:40:23PM","Leadership, Engagement and Priority Initiatives",18539,"Hire, Oath, Oath of Employment, Priorities & Innovation, Standards of Conduct",Core,"All Employees","Being a Public Service Employee"
ITEM-1244,"Welcome to the BC Public Service Webinar &amp; Oath of Employment","This 2-hour Teams Welcome Webinar and Oath of Employment ceremony will introduce you to life in the BC Public Service and will offer useful information to help make your employment experience successful",Webinar,,"All Government of British Columbia Learners","Not Listed",2,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1244-""","2025/04/04 12:43:07PM","Leadership, Engagement and Priority Initiatives",18527,"Development, Hire, Priorities & Innovation, Standards of Conduct",Core,"All Employees","Being a Public Service Employee"
ITEM-1848,"Writing Better Briefing Notes","Increase your ability to successfully prepare; write and edit clear and concise briefing notes. Gain an understanding of the of briefing note components, importance of analysing audience, how to prepare, format and deliver. Duration 60 Minutes",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1848-""","2024/03/21  1:22:08PM","PSA Corporate Learning Branch",19093,"PSA Corporate Learning Branch",Complementary,"All Employees","Communication and Facilitation"
ITEM-2111,"Writing for Indigenous Content Webinar - Recorded Webinar","Join this 1 hour recorded webinar on the Writing Guide for Indigenous Content to help the public service create content that respects the cultural integrity of Indigenous Peoples. Created by Indigenous public servants with Citizen Services.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2111-""","2024/08/30  9:59:24AM","Government Digital Experience",19355,"Aboriginal Relations, Government Digital Experience, TRC calls to action, Truth, UNDRIP, aboriginal, allyship, cultural safety, draft 10 principles, first nations, humility, inuit, metis, reconciliation",Core,"All Employees","Indigenous Learning"
ITEM-2043,"Writing for the Web","An introductory course to plain language, web accessibility and content design. This course offers tips on writing and designing information so that it's easy to find, understand and use.",eLearning,,"All Government of British Columbia Learners","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2043-""","2024/03/21 11:22:41AM","Government Digital Experience",19287,"CMS lite, GDX, Government Digital Experience, web, webpage",Core,"All Employees","Communication and Facilitation"
